"price","sqft","bedrooms","baths","age","pool","style","fireplace","waterfront","dom"
118000,2206,3,2,25,0,3,1,0,330
59900,2090,3,2,35,0,3,0,0,115
160000,2480,3,2,13,0,4,1,0,40
735000,5582,4,3,13,0,4,1,0,187
75000,915,3,1,25,1,4,0,0,134
610000,4935,3,3,8,1,4,1,1,99
540000,5138,4,3,8,1,4,1,0,12
205900,3577,4,2,25,1,4,1,0,21
169900,1943,2,2,1,0,4,1,0,402
442500,4925,4,2,25,1,4,1,0,15
369900,4834,4,4,1,0,4,1,0,400
99000,1200,3,2,25,0,4,0,0,107
99000,1200,3,2,25,0,4,0,0,280
107000,1705,3,2,1,0,6,0,0,33
132670,1855,2,2,1,0,6,0,0,0
74000,1200,2,2,18,0,6,1,0,95
113000,2076,2,2,25,1,6,1,1,28
116000,1395,2,2,18,0,6,1,0,41
75200,975,2,2,18,0,6,1,0,115
77900,1108,2,1,18,0,6,0,0,144
207100,1817,2,2,1,0,6,0,0,423
141900,2082,3,2,1,0,6,0,0,237
225000,2591,3,3,13,1,6,1,0,30
340000,3631,3,3,18,0,6,1,0,386
127500,1478,3,2,25,0,6,1,0,35
175000,2725,3,2,5,0,6,1,1,628
170000,2244,3,2,8,0,6,1,0,23
75200,975,2,2,18,0,6,0,0,106
106000,2163,3,2,25,0,6,0,0,12
136000,2265,3,2,25,0,6,1,0,15
152500,2010,3,2,1,0,6,1,1,35
159900,2182,3,2,1,0,6,0,1,575
77900,1108,2,1,18,0,6,0,0,144
245500,3953,4,2,2,0,6,1,0,127
79900,1088,2,1,18,0,6,1,0,102
94000,1913,2,2,25,0,6,1,0,165
77900,1108,2,1,18,0,6,0,0,115
138000,2298,3,2,8,0,6,0,0,27
105900,1446,3,2,25,0,6,1,0,17
77400,1088,2,1,18,0,6,1,0,106
125000,2451,3,2,63,0,8,0,0,1
30000,1305,3,1,35,0,8,0,0,209
35500,1385,3,1,35,0,8,0,0,25
85000,1379,3,1,45,0,8,0,0,91
52500,1425,2,1,35,0,8,0,0,28
130400,1688,3,2,45,0,8,0,0,10
84000,1040,3,2,5,0,8,0,0,87
237000,2629,3,2,63,0,8,1,0,413
53000,1139,2,1,45,0,8,0,0,31
84000,1631,4,2,5,0,8,0,0,36
150000,2000,3,1,80,0,8,0,0,0
72000,1175,3,1,25,0,8,0,0,68
135000,1277,1,1,63,0,8,0,0,140
159900,1722,3,2,1,0,8,0,1,1
120000,2056,3,1,63,0,8,1,0,100
290000,1844,4,2,35,0,8,0,1,728
30000,1241,3,1,45,0,8,0,0,28
159000,1918,3,2,80,0,8,0,0,0
69000,1364,3,1,45,0,8,0,0,7
40001,2334,2,1,35,0,8,0,0,92
129000,3128,4,2,45,0,8,1,0,6
100000,1500,2,1,63,0,8,0,0,3
230777,2400,2,1,45,0,8,1,0,10
74900,1710,3,3,45,0,8,0,0,7
175000,2445,3,2,63,0,8,1,0,9
127000,1931,3,2,13,0,8,1,0,151
27000,1008,2,1,63,0,8,0,0,8
32500,1618,2,2,63,0,8,0,0,244
128500,1267,2,2,63,0,8,0,0,47
169000,2314,3,2,25,0,8,1,1,191
60000,1163,2,1,25,0,8,0,0,6
83500,1442,3,2,8,0,8,0,0,26
101500,1615,3,2,5,0,8,1,0,125
131000,2330,3,2,8,0,8,1,0,262
72500,1582,3,1,35,0,8,0,0,34
114000,1297,2,1,80,0,8,0,0,26
59000,1744,4,2,25,0,8,0,0,28
81500,1119,3,1,35,0,8,1,0,49
124000,2136,3,2,80,0,8,1,0,154
255000,3074,3,2,8,0,8,0,1,14
125000,3096,4,2,18,0,8,1,0,28
63500,1488,3,2,25,0,8,0,0,330
38300,1488,4,2,63,0,8,0,0,29
43500,1363,2,1,63,0,8,0,0,161
94900,1420,3,2,1,0,8,0,0,9
161000,1380,3,2,80,0,8,1,0,10
236500,2751,3,2,63,0,8,1,0,28
50000,735,2,1,35,0,8,0,0,79
401000,5017,4,4,45,0,8,1,0,3
135000,1189,2,1,63,0,8,0,0,26
24000,838,2,1,45,0,8,0,0,8
149000,2107,3,2,63,0,8,0,0,4
51900,1268,2,1,45,0,8,0,0,8
135000,2379,3,2,63,0,8,0,0,219
180000,1537,3,2,45,0,8,1,0,23
71500,1765,3,2,45,0,8,0,0,154
119600,1239,2,1,45,0,8,0,0,540
61000,1392,2,1,35,0,8,0,0,5
119900,1152,2,1,45,0,8,0,0,17
119900,1587,3,2,8,0,8,1,0,52
120000,1955,2,1,63,0,8,1,0,9
120000,2433,3,2,35,0,9,1,0,1
220000,3380,3,3,13,1,9,1,0,14
105800,2786,3,2,25,0,9,0,0,23
177500,3070,4,3,25,1,9,1,0,91
147000,2236,3,2,1,0,9,1,0,9
174900,2312,3,2,1,0,9,1,0,166
103000,1960,3,2,35,0,9,1,0,21
155000,1196,2,2,1,0,9,0,1,106
155000,1196,2,2,1,0,9,0,1,106
90500,1628,3,2,35,0,9,1,0,28
181600,3309,4,2,8,0,9,1,0,38
155000,1400,2,2,1,0,9,0,1,106
118900,1719,3,2,2,0,9,1,0,43
132000,2013,3,2,2,0,9,1,0,6
101900,1892,3,2,35,0,9,1,0,124
156000,2495,3,2,25,1,9,1,0,3
129900,2870,3,2,45,0,9,1,0,73
233500,3166,3,2,25,1,9,1,1,71
133000,1934,3,2,1,0,9,1,0,463
185000,2097,3,2,13,0,9,1,1,44
179900,3430,4,3,25,0,9,1,0,15
82725,1062,3,2,1,0,9,0,0,115
132000,1907,3,2,25,0,9,1,0,3
160000,1400,2,2,1,0,9,0,1,106
115500,2903,4,2,35,0,9,0,0,44
182000,2911,3,2,2,0,9,1,0,157
133000,2886,3,2,45,0,9,1,0,68
140000,1400,2,2,1,0,9,0,1,106
99000,1491,3,2,2,0,9,0,0,34
160000,1196,2,2,1,0,9,0,1,106
31000,1293,3,1,35,0,9,1,0,80
154000,3250,3,2,25,0,9,1,0,34
332000,3670,3,2,45,0,9,1,1,35
158000,2205,3,2,1,0,9,1,0,112
145000,2529,3,2,25,0,9,1,0,19
145000,1196,2,2,1,0,9,1,1,106
